@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R30-34-weka.filters.unsupervised.attribute.NumericToNominal-R13-16-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P80.0-weka.filters.unsupervised.attribute.NumericToNominal-R35-36

@attribute Var12 numeric
@attribute Var19 numeric
@attribute Var53 numeric
@attribute Var87 numeric
@attribute Var111 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var139 numeric
@attribute Var161 numeric
@attribute Var188 numeric
@attribute Var193 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51}
@attribute Var203 {1,2,3,4,5}
@attribute Var207 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute Var218 {1,2}
@attribute Var34 numeric
@attribute Var64 numeric
@attribute Var67 numeric
@attribute Var92 numeric
@attribute Var102 numeric
@attribute Var136 numeric
@attribute Var162 numeric
@attribute Var171 numeric
@attribute Var3 numeric
@attribute Var54 numeric
@attribute Var62 numeric
@attribute Var82 numeric
@attribute Var147 numeric
@attribute Var211 {1,2}
@attribute Var212 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81}
@attribute Var227 {1,2,3,4,5,6,7}
@attribute Var228 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute churn {-1,1}
@attribute appetency {-1,1}
@attribute upselling {-1,1}

@data
8,?,0,14,?,-2586584,-20,?,0,?,?,?,38,1,10,1,?,?,?,?,?,168807.8,?,?,?,?,0,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,100884.8,?,?,?,?,?,?,38,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,48,7,21,-1,-1,-1
?,?,?,?,?,111785.6,-28,?,?,?,?,?,38,4,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,167348.8,26,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,98732.4,?,?,?,?,?,?,7,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,9,7,15,-1,-1,-1
?,?,?,?,?,92946.8,?,?,?,?,?,?,38,1,6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,25,4,14,-1,-1,-1
?,?,?,?,?,24340.44,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,14,-1,1,-1
?,?,?,?,?,16319.28,46,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,14,-1,-1,-1
?,?,?,?,?,1423964,4,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,1,-1,-1
?,?,?,?,?,476136,?,?,?,?,?,?,38,3,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-56964.4,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,24,-1,-1,-1
?,?,?,?,?,-56890.8,?,?,?,?,?,?,37,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,75,7,15,-1,-1,-1
?,?,?,?,?,-23464.16,48,?,?,?,?,?,44,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,19,7,19,-1,-1,-1
?,?,?,?,?,27839,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,5,-1,-1,-1
?,?,?,?,?,-2257524,-18,0,?,?,?,292.62,38,1,10,1,0,?,?,?,?,?,801603,?,0,8,?,?,?,1,53,5,14,1,-1,-1
?,?,?,?,?,-269780.4,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,1,-1,-1
?,?,?,?,?,-1836.856,30,?,?,?,?,?,38,1,6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,25,4,14,-1,-1,-1
?,?,?,?,?,221006,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,14,-1,-1,-1
?,?,?,?,?,149469.6,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,118324.4,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,14,-1,-1,-1
?,?,?,?,?,-564008,4,?,?,?,?,?,16,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,19,7,15,-1,-1,-1
?,?,?,?,?,-76412.4,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,24,-1,-1,-1
?,?,?,?,?,154604,8,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-297685.6,16,?,?,?,?,?,2,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,7,25,-1,-1,-1
?,?,?,?,?,-310298.8,-22,?,?,?,?,?,38,1,6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,25,4,14,-1,-1,-1
?,?,?,?,?,1794008,4,?,?,?,?,?,13,1,9,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,34,2,13,-1,-1,-1
?,?,?,?,?,-206158.4,-24,?,?,?,?,?,37,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,65,7,15,-1,-1,-1
?,?,?,?,?,162110,8,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,1774560,-24,?,?,?,?,?,2,1,11,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,42,2,30,-1,1,-1
?,?,?,?,?,110745.2,?,?,?,?,?,?,16,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,8,7,15,-1,-1,-1
?,?,?,?,?,-244696.8,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,118797.6,-8,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-79261.2,-22,?,?,?,?,?,7,1,8,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,45,1,28,-1,-1,-1
?,?,?,?,?,135225.6,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,146850.8,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,80158.4,16,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,95715.2,-30,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,115094,4,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,106948,4,?,?,?,?,?,13,1,9,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,34,2,13,-1,-1,-1
?,?,?,?,?,254438.8,12,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-1773112,-20,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,14,-1,-1,-1
?,?,?,?,?,-2894.144,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,1050336,-24,?,?,?,?,?,38,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,427240,-24,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,14,-1,-1,-1
?,?,?,?,?,183337.6,14,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,0,?,?,?,-795632,-18,?,?,?,9,?,38,1,9,1,?,?,?,?,?,?,?,?,?,?,?,0,?,2,34,2,23,-1,-1,-1
?,?,?,?,?,128455.6,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,67672,30,?,?,?,?,?,38,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,48,6,26,-1,-1,-1
?,?,?,?,?,366626.4,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,1,-1,-1
?,?,?,?,?,73385.2,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,99946.4,?,?,?,?,?,?,38,4,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,7,16,-1,-1,-1
?,?,?,?,?,177471.2,12,?,?,?,?,?,38,4,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,90482,14,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-43492,-26,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,110868.4,?,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,11854.16,-18,?,?,?,?,?,2,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,5,-1,-1,-1
?,?,?,?,?,-1092904,-16,?,?,0,?,?,38,1,10,2,?,?,0,?,?,?,?,?,?,?,?,?,0,2,53,5,14,-1,-1,-1
?,?,?,?,?,170733.2,-30,?,?,?,?,?,38,4,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-24366.72,-30,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,0,?,?,?,-2275892,-16,?,?,?,9,?,38,1,10,1,?,?,?,?,?,?,?,0,?,?,?,3,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,215328.8,?,?,?,?,?,?,2,3,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,74916.8,32,?,?,?,?,?,2,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,7,24,-1,-1,-1
?,?,?,?,?,-2072820,-20,0,?,?,?,16.14,38,1,10,2,0,?,?,?,?,?,0,?,0,0,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,220112,?,?,?,?,?,?,38,4,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,16937.56,-20,?,?,?,?,?,48,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,67,7,16,-1,-1,-1
?,?,?,?,?,339655.2,12,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-10473.44,2,?,?,?,?,?,38,3,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,16380.42,-1263408,-22,?,?,27780,?,?,38,1,10,1,?,?,0,?,?,?,?,?,?,?,?,?,4,2,53,5,14,-1,-1,-1
?,?,?,?,?,314046.4,-24,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-310986.4,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,5,-1,-1,-1
?,?,?,?,?,-14074.16,?,?,?,?,?,?,2,4,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,142355.6,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,14,-1,-1,-1
?,?,?,?,?,-787136,-24,?,?,0,?,?,38,1,10,2,?,?,0,?,?,?,?,?,?,?,?,?,0,2,53,5,14,-1,-1,-1
?,?,?,?,?,231586,20,?,?,?,?,?,38,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,48,6,26,-1,-1,-1
?,?,?,?,413080.2,1212564,?,?,?,1737206,?,?,38,1,10,2,?,?,0,?,?,?,?,?,?,?,?,?,2,1,53,5,14,1,-1,-1
?,?,?,?,?,-604776,?,?,?,?,?,?,2,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,7,16,1,-1,-1
?,?,?,?,?,39957.84,?,?,?,?,?,?,38,1,8,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,28,1,14,1,-1,-1
?,?,?,?,?,-1586592,4,?,?,?,?,?,7,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,8,7,15,-1,-1,1
?,?,?,?,?,32625.84,?,?,?,?,?,?,7,1,11,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,42,2,28,-1,1,-1
?,?,?,?,?,57396.4,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,46182.8,-4,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,139792,?,?,?,?,?,?,11,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,7,19,-1,-1,-1
?,?,?,?,?,-2306668,-20,0,?,?,?,17.76,38,1,10,1,0,?,?,?,?,?,0,?,0,0,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-332410.4,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-26623.72,?,?,?,?,?,?,13,1,9,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,34,2,13,-1,-1,-1
?,?,?,?,?,50605.2,16,?,?,?,?,?,2,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,-437132,-12,?,?,?,?,?,38,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-85758,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,-212254,-22,0,?,?,?,142.68,38,1,10,?,0,?,?,?,?,?,0,?,0,0,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-1680600,-20,?,?,?,?,?,38,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,7,21,-1,-1,-1
?,?,?,?,?,28797.44,28,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,32633.16,-26,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-862244,-18,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,6026.84,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,137281.6,-22,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-47256.8,?,?,?,?,?,?,37,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,73,7,15,-1,-1,-1
?,?,?,?,?,179284.4,-26,?,?,?,?,?,7,1,11,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,54,2,28,-1,-1,-1
?,?,?,?,?,-58664.8,-20,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,5,-1,-1,-1
?,?,?,?,?,746960,?,?,?,?,?,?,38,1,6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,25,1,14,-1,-1,-1
?,?,?,?,?,133245.6,?,?,?,?,?,?,38,4,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,7,14,-1,-1,-1
?,0,?,?,?,-2916.8,4,?,?,?,0,?,38,1,10,2,?,?,?,?,?,?,?,21388.95,?,?,?,3,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,50878,-30,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-1156728,-30,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,117851.2,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,5,-1,1,-1
?,?,?,?,?,136524.8,-8,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,482800,-18,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,163254.8,4,?,?,?,?,?,16,1,6,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,9,1,15,-1,-1,-1
?,0,?,?,?,-1127724,4,?,?,?,0,?,38,1,10,1,?,?,?,?,?,?,?,396225,?,?,?,6,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,54840.8,?,?,?,?,?,?,2,1,11,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,42,2,30,-1,-1,-1
?,?,?,?,?,-1951328,?,?,?,?,?,?,2,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,-824220,4,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-330482.8,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,34560,-1638172,?,?,?,0,?,?,38,1,10,1,?,?,0,?,?,?,?,?,?,?,?,?,0,1,53,5,14,-1,-1,-1
?,?,?,?,?,-198724,?,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,5,1,-1,-1
?,?,?,?,?,-27432.28,54,?,?,?,?,?,38,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,75,7,21,-1,-1,-1
?,?,?,?,?,821992,4,?,?,?,?,?,2,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,37,5,5,-1,-1,-1
?,?,?,?,?,119522.4,22,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,446192,12,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-66122,16,?,?,?,?,?,38,1,9,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,34,2,23,-1,-1,-1
?,?,?,?,?,-86435.2,?,?,?,?,?,?,2,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,5,5,-1,-1,-1
?,?,?,?,?,-250976.4,-30,?,?,?,?,?,36,4,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,76,7,16,-1,-1,-1
?,?,?,?,?,-295132.4,-20,?,?,?,?,?,2,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,24,-1,-1,-1
?,?,?,?,?,160567.6,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,1160.172,14,?,?,?,?,?,7,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,8,7,13,-1,-1,-1
?,?,?,?,?,158994.8,-24,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-1541644,-20,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-1460.456,32,?,?,?,?,?,38,1,5,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,8,7,21,-1,-1,-1
?,?,?,?,?,-1491280,-4,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-343324,?,?,?,?,?,?,2,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,5,-1,-1,-1
?,?,?,?,?,0,-2,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,?,-13396,34,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,95828.4,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-637868,38,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,1,-1,-1
?,?,?,?,?,339879.6,4,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,-17851.56,26,?,?,?,?,?,38,4,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,269593.2,?,?,?,?,?,?,2,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,2,76,5,5,-1,-1,-1
?,?,?,?,?,-2606240,?,0,?,?,?,227.7,38,1,10,2,0,?,?,?,?,?,777600,?,0,16,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,138327.6,-30,?,?,?,?,?,38,1,10,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,1
?,?,?,?,?,141854.4,?,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,53,5,14,-1,-1,-1
?,?,?,?,?,77762,-18,?,?,?,?,?,38,1,10,2,?,?,?,?,?,?,?,?,?,?,?,?,?,2,53,5,14,-1,-1,-1
?,?,?,?,295286.4,722316,?,?,?,262314,?,?,38,3,10,1,?,?,0,?,?,?,?,?,?,?,?,?,2,1,53,5,14,-1,-1,-1
?,?,?,?,?,-19378.16,?,?,?,?,?,?,11,1,5,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,7,19,-1,-1,-1
