@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R13-17-weka.filters.supervised.instance.Resample-B1.0-S1-Z75.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.0

@attribute Var12 numeric
@attribute Var19 numeric
@attribute Var53 numeric
@attribute Var87 numeric
@attribute Var111 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var139 numeric
@attribute Var161 numeric
@attribute Var188 numeric
@attribute Var193 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51}
@attribute Var203 {1,2,3,4,5}
@attribute Var207 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute Var218 {1,2}
@attribute churn {-1,1}

@data
?,?,?,?,?,502460,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,62404.4,4,?,?,?,?,?,38,1,10,1,-1
0,?,1240389,7,?,-2609680,?,?,418728,?,?,?,38,1,10,1,1
?,?,?,?,?,132609.6,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,20220.28,-28,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-125230.8,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,352281.6,-16,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,280090.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,0,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-1386836,-20,?,?,?,?,?,38,3,9,1,-1
?,?,?,?,?,77424,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,1414552,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,177187.2,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-299345.2,-10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,503508,?,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,0,26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,173003.6,-6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1112748,?,?,?,?,?,?,13,1,9,1,-1
?,?,?,?,?,-243461.6,?,?,?,?,?,?,38,1,10,2,1
?,0,?,?,?,-855112,4,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,-491288,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-188352.4,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-265278,16,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,125581.2,18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,214816,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,11051.16,6,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,791260,12,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,9969.84,4,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-183067.6,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,1895820,8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-1344132,?,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,28148.28,-6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,88042,-28,?,?,?,?,?,14,1,6,1,-1
?,?,?,?,?,140540.4,44,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-7214.44,-30,?,?,?,?,?,18,1,6,2,-1
?,?,?,?,?,129316,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,183479.2,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,16146.16,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,456820,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,43079.2,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,175968.8,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-16911.16,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,93860.4,20,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,82512,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,74031.2,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,166700.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-2312816,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,154832.8,?,?,?,?,?,?,7,1,8,2,-1
?,?,?,?,?,35983.72,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,1743192,6,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,-367771.2,-10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-733912,-26,?,?,?,?,?,38,1,10,1,1
?,?,?,?,0,-1046916,-14,?,?,0,?,?,38,3,10,2,-1
?,?,?,?,?,15094.16,4,?,?,?,?,?,16,4,5,1,-1
?,?,?,?,?,-4763.16,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,-81134,36,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,96142.8,?,?,?,?,?,?,38,1,10,1,-1
?,0,?,?,?,1255604,-18,?,?,?,0,?,13,1,9,1,-1
?,?,?,?,?,130301.6,-22,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,94537.2,4,?,?,?,?,?,47,1,11,2,-1
?,?,?,?,?,-23133.44,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-17345.56,-18,?,?,?,?,?,16,1,5,2,-1
?,?,?,?,?,-22432.72,?,?,?,?,?,?,38,3,9,2,1
?,?,?,?,?,-451384,?,?,?,?,?,?,38,4,10,1,-1
?,?,?,?,?,1876468,4,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,-1025940,4,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,110894.4,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,168194,-28,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,0,715308,-14,?,?,0,?,?,38,1,6,1,-1
?,?,?,?,?,57604.8,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-193197.2,6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,274673.6,14,?,?,?,?,?,38,4,6,1,-1
?,?,?,?,?,0,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,53264,8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,1423728,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,134189.6,38,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,27426,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,93124.8,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1843520,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-568952,-30,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,180740.8,4,?,?,?,?,?,7,1,8,1,1
?,?,?,?,?,-6156.16,64,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-240081.2,34,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,61030.4,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,691688,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1172492,?,?,?,?,?,?,2,1,5,1,-1
?,0,?,?,?,-2307840,-18,?,?,?,18,?,38,1,9,1,-1
?,?,?,?,?,-57995.2,54,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-586440,4,?,?,0,?,?,38,1,10,2,1
?,?,?,?,?,-61802,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,73328,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,276180.4,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,-48785.6,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,396748.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,134954.8,52,?,?,?,?,?,7,1,11,2,1
?,?,?,?,?,19036.84,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-146246.8,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,7503.84,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1014000,?,?,?,?,?,?,38,4,6,?,1
?,?,?,?,?,-885280,-12,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,51151.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-3022308,-18,0,?,?,?,244.8,38,3,10,1,1
?,?,?,?,?,667572,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,-1368020,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-494900,?,?,?,?,?,?,38,4,10,?,1
?,?,?,?,?,-1220012,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,51151.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,46206.8,30,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,629864,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-1940588,-20,0,?,?,?,19.38,38,1,10,2,-1
?,?,?,?,?,143285.2,16,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,595008,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,10629.28,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,83400.4,-26,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,493520,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,56120.4,4,?,?,?,?,?,7,1,11,2,1
?,?,?,?,?,-2634,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-124050,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-87505.6,6,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,248862.4,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,-1007144,-10,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,57770.8,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,49071.6,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,88955.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,93124.8,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,132837.6,4,?,?,?,?,?,38,4,6,1,-1
?,?,?,?,?,1245344,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,-321372.4,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,97784.4,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-93873.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,140748.4,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,60338,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,250468.4,-28,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-760272,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-20342.72,?,?,?,?,?,?,2,1,5,1,-1
?,?,?,?,?,-3514996,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,241465.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-36187.16,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,225518.4,-22,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,-490348,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-106596,8,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,-18596,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-103380.4,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-34222.44,?,?,?,?,?,?,2,1,10,?,1
0,?,0,0,?,-4645160,-20,?,0,?,?,?,38,1,10,2,-1
?,?,?,?,?,140265.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,71762.8,4,?,?,?,?,?,16,1,8,2,1
?,?,?,?,?,-332744.8,?,?,?,?,?,?,38,1,10,2,1
?,0,?,?,?,-1086832,-8,?,?,?,0,?,38,1,6,2,1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,161815.2,?,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,90895.2,-30,?,?,?,?,?,38,1,10,?,-1
?,?,?,?,?,73908.4,42,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,87408.4,4,?,?,?,?,?,38,1,10,2,1
?,0,?,?,?,-1291128,?,?,?,?,54,?,38,1,5,1,1
?,?,?,?,?,14590.2,?,?,?,?,?,?,45,4,7,2,-1
?,?,?,?,?,354780,4,?,?,?,?,?,38,1,8,1,-1
?,?,?,?,?,8065.84,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,819088,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,77412.4,4,?,?,?,?,?,38,3,10,1,1
?,?,?,?,?,3484.284,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,502812,?,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,132551.6,-22,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-3826664,-18,0,?,?,?,229.44,38,1,10,2,1
?,?,?,?,?,599848,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-41708.4,18,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,20031,-28,?,?,?,?,?,7,4,5,2,-1
?,?,?,?,?,-1048164,-18,0,?,?,?,229.38,13,1,9,1,-1
?,?,?,?,?,63145.6,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,29959.84,6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-287828.4,-16,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-94164.4,?,?,?,?,?,?,26,1,5,1,-1
?,?,?,?,?,0,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,185478.4,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,34808.72,-10,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,676908,-20,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,73651.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-193197.2,6,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,250584.4,?,?,?,?,?,?,38,1,8,2,1
?,?,?,?,?,-3196964,?,0,?,?,?,147.24,38,1,10,1,1
?,?,?,?,?,-84040,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,300286.4,-30,?,?,?,?,?,38,3,10,1,-1
?,?,?,?,?,159589.2,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-300880,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,85925.6,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,391765.8,-1205336,4,?,?,50120,?,?,38,1,10,1,-1
?,?,?,?,?,-51581.2,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,-32652.44,32,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,124550.4,34,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-968568,-12,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,786616,-2,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-12403.44,38,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,41039.6,12,?,?,?,?,?,38,1,10,2,-1
?,0,?,?,?,-1932772,4,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,1298028,-28,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-1862704,-18,0,?,?,?,276.48,38,1,10,2,1
?,?,?,?,?,149864.4,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,438464,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,166700.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-170385.6,-30,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-528112,-30,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,159325.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,237117.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,0,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,878308,?,?,?,?,?,?,7,1,8,1,1
?,?,?,?,?,137994.8,18,?,?,?,?,?,39,1,11,2,-1
?,?,?,?,?,74720,-26,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,23588.56,?,?,?,?,?,?,14,1,8,2,1
?,?,?,?,?,58590,4,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,124383.2,4,?,?,?,?,?,38,1,6,1,-1
16,?,534447,0,?,-3077320,?,?,0,?,?,?,38,3,10,2,-1
?,?,?,?,?,-29460.84,?,?,?,?,?,?,2,4,10,2,-1
48,?,1168920,0,?,-1811804,-20,?,231712,?,?,?,38,1,10,2,-1
?,?,?,?,?,11387.28,4,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,139105.6,8,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,82003.6,?,?,?,?,?,?,2,4,10,1,-1
?,?,?,?,?,-414.408,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-144340,44,?,?,?,?,?,26,1,5,2,-1
?,?,?,?,?,158911.6,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-452720,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-130184,0,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,172041.6,?,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,97746,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,352205.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-80882.4,?,?,?,?,?,?,38,4,5,2,1
?,?,?,?,?,26005.44,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-115358.4,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,31977.16,?,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,550436,6,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-106605.6,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,288702.4,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-585452,4,?,?,?,?,?,38,1,6,1,-1
?,?,?,?,?,-2916948,-18,0,?,?,?,18.84,38,1,10,2,1
?,?,?,?,?,167414.4,-26,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,100804.8,4,?,?,?,?,?,7,4,5,2,-1
?,?,?,?,?,0,22,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,110423.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-189860.4,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-199754,-12,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,145678.4,4,?,?,?,?,?,38,4,6,1,-1
?,?,?,?,?,-21798.44,?,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,149849.2,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-365148.4,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-336461.2,-26,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,112412,?,?,?,?,?,?,38,1,10,2,1
?,0,?,?,?,-532888,4,?,?,?,9,?,38,1,10,1,-1
?,?,?,?,?,-7690.56,6,?,?,?,?,?,38,1,10,2,-1
16,?,1389555,0,?,-2317304,-20,?,0,?,?,?,38,1,10,2,1
?,?,?,?,?,102589.2,?,?,?,?,?,?,2,1,5,2,1
?,?,?,?,?,11065.16,56,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,-405772,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-101828.8,36,?,?,?,?,?,45,1,6,1,-1
