@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R13-17-weka.filters.supervised.instance.Resample-B1.0-S1-Z75.0

@attribute Var12 numeric
@attribute Var19 numeric
@attribute Var53 numeric
@attribute Var87 numeric
@attribute Var111 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var139 numeric
@attribute Var161 numeric
@attribute Var188 numeric
@attribute Var193 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51}
@attribute Var203 {1,2,3,4,5}
@attribute Var207 {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute Var218 {1,2}
@attribute churn {-1,1}

@data
?,?,?,?,?,95821.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,264028,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-486936,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,194663.6,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-4200,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,79917.6,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,371630,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,129598.8,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,202873.6,20,?,?,?,?,?,38,1,10,1,1
?,0,?,?,?,-932144,-18,?,?,?,0,?,38,1,10,1,-1
?,?,?,?,?,10966.16,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,42727.2,?,?,?,?,?,?,44,1,5,2,1
?,?,?,?,?,-78293.2,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,474044,20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,1005908,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,133778.4,68,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,12734.16,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-153320,8,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,821312,-24,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-53592.4,32,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-815448,-24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,118872.8,?,?,?,?,?,?,2,1,11,2,1
?,?,?,?,?,191623.6,24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-7466,?,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,-234372,?,?,?,?,?,?,2,1,11,?,-1
?,?,?,?,?,57120,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-325322.4,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,72668,?,?,?,?,?,?,38,1,10,1,1
8,?,0,0,?,-1798412,-20,?,0,?,?,?,38,1,10,2,-1
?,?,?,?,?,0,?,?,?,?,?,?,2,1,5,2,1
?,?,?,?,?,71199.6,-8,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,242392,32,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-297750,-22,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,316136.8,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,-1576428,4,?,?,0,?,?,38,1,10,1,1
?,?,?,?,?,-63128.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-59008.8,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1405608,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,74824,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,95982.4,24,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,-978296,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,596176,-20,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,110139.6,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-405772,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,1110800,-28,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,150639.2,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,93567.2,-30,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-952412,?,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,-4763.16,?,?,?,?,?,?,38,4,10,2,1
?,?,?,?,?,23247.72,30,?,?,?,?,?,32,1,5,2,-1
?,?,?,?,?,20238.56,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,103300.8,-28,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,0,-357329.2,4,?,?,0,?,?,13,1,9,2,-1
?,?,?,?,?,99458,4,?,?,?,?,?,7,1,5,1,-1
?,?,?,?,?,813576,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,403140,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,258029.2,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,19483.56,6,?,?,?,?,?,2,1,10,2,1
?,?,?,?,?,0,?,?,?,?,?,?,48,1,10,2,1
?,?,?,?,?,-30777.44,?,?,?,?,?,?,18,1,10,2,-1
?,0,?,?,?,-1186880,-18,?,?,?,0,?,38,1,6,1,-1
?,?,?,?,?,1006108,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,174165.2,?,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,309690.4,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,274862,4,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,459140,-10,?,?,?,?,?,16,1,5,2,1
?,?,?,?,?,-43184,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-3022308,-18,0,?,?,?,244.8,38,3,10,1,1
?,?,?,?,?,-251033.6,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,207607.2,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-503888,-22,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,559368,4,?,?,?,?,?,38,1,5,2,-1
?,?,?,?,?,-25499.44,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-938712,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,107618,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,25560.44,4,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-10993.44,32,?,?,?,?,?,2,1,11,1,-1
?,?,?,?,?,-232768.4,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,122744.8,-22,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,189335.2,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-31436.84,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-323617.6,-24,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,31180.02,-11289.84,4,?,?,8728,?,?,38,3,10,2,-1
?,?,?,?,?,498800,?,?,?,?,?,?,7,1,11,1,1
?,?,?,?,?,-926240,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,175731.2,4,?,?,?,?,?,38,1,10,1,-1
16,?,0,14,?,-1691748,?,?,0,?,?,?,38,1,10,1,-1
?,?,?,?,?,-21593.44,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,50510.4,14,?,?,?,?,?,2,1,5,1,1
?,?,?,?,?,-55655.2,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,98596.4,36,?,?,?,?,?,38,1,10,2,-1
?,0,?,?,?,0,4,?,?,?,0,?,38,1,5,1,1
?,?,?,?,?,-1776216,-22,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,178952.4,32,?,?,?,?,?,38,1,6,1,1
?,?,?,?,?,324456,-4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,132457.6,?,?,?,?,?,?,29,1,8,1,1
?,?,?,?,?,475032,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-16150.56,?,?,?,?,?,?,38,1,10,?,-1
?,?,?,?,?,801460,-24,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,503572,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-358804.4,?,?,?,?,?,?,38,1,10,1,1
?,0,?,?,?,-1855892,?,?,?,?,0,?,38,1,6,2,-1
?,?,?,?,?,119742.8,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,607564,4,?,?,?,?,?,13,1,9,1,1
?,?,?,?,?,82904,30,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,500952,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-607840,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,881144,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,126593.2,8,?,?,?,?,?,38,1,10,?,1
?,?,?,?,?,-162507.6,?,?,?,?,?,?,2,1,5,?,1
?,?,?,?,?,34142.84,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,944508,4,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,29623.44,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,-2726208,-18,0,?,?,?,243,38,1,10,1,-1
?,?,?,?,?,54628,-26,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,51250.8,-30,?,?,?,?,?,38,4,10,2,-1
?,?,?,?,?,21728.72,30,?,?,?,?,?,45,1,6,1,-1
?,?,?,?,?,145039.2,?,?,?,?,?,?,2,1,10,1,-1
?,?,?,?,?,25841.56,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,345797.6,4,?,?,?,?,?,38,4,6,1,-1
?,?,?,?,?,-21506.84,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-558008,-28,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,120500,14,?,?,?,?,?,7,1,8,1,-1
?,?,?,?,?,-949396,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-1157348,-20,0,?,?,?,19.38,38,4,10,2,1
?,?,?,?,?,244894.8,?,?,?,?,?,?,38,4,10,1,-1
?,?,?,?,?,-27979.56,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,210085.6,-20,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,97559.6,4,?,?,?,?,?,38,3,10,2,1
?,?,?,?,?,506632,20,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,422668,-10,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,165221.2,20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,716616,-26,?,?,?,?,?,4,1,5,1,-1
0,?,972,0,?,-2958368,-20,?,0,?,?,?,38,1,10,1,-1
?,?,?,?,?,-1173532,-18,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,138178.8,?,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,153668.8,-8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-59348.4,-26,?,?,?,?,?,7,4,10,1,-1
?,?,?,?,?,-1624636,?,?,?,?,?,?,7,1,11,2,-1
?,?,?,?,?,93950.8,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,101608,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,-825848,-12,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,51750.4,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-84852.8,4,?,?,?,?,?,38,1,10,2,1
24,?,193815,7,?,53132,?,?,0,?,?,?,38,1,6,1,-1
?,?,?,?,?,32707.84,34,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-638484,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,161533.2,?,?,?,?,?,?,38,1,10,1,1
216,?,1071387,14,?,-1859604,-20,?,0,?,?,?,38,1,10,1,1
?,?,?,?,?,120102,?,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,272156.8,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,328480.4,?,?,?,?,?,?,7,1,8,1,1
?,?,?,?,?,185478.4,14,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-31513.44,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,79850.4,8,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,162398.4,?,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,-1427628,-20,?,?,?,?,?,26,1,5,2,-1
?,?,?,?,?,136444,-6,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,110590.4,?,?,?,?,?,?,2,1,10,1,1
?,?,?,?,?,160779.6,?,?,?,?,?,?,38,1,5,1,-1
?,?,?,?,?,201059.2,-8,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,?,18085.16,-30,?,?,?,?,?,38,1,5,2,1
?,?,?,?,?,146243.6,-10,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,261369.2,4,?,?,?,?,?,7,1,6,1,-1
?,?,?,?,?,221516.4,32,?,?,?,?,?,38,1,9,2,1
?,?,?,?,?,620004,?,?,?,?,?,?,38,1,4,1,1
?,?,?,?,?,-35282,-20,?,?,?,?,?,38,1,10,?,1
24,?,137745,7,?,-2437096,-20,?,0,?,?,?,38,1,10,1,-1
?,?,?,?,69503.41,-1187564,-14,?,?,212374,?,?,38,1,10,2,-1
?,?,?,?,?,-254426.4,58,?,?,?,?,?,7,1,5,2,1
?,?,?,?,?,-204240.4,38,?,?,?,?,?,38,1,9,1,1
?,?,?,?,?,155150,-30,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,15820.84,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,351741.2,-20,?,?,?,?,?,38,3,9,2,1
?,?,?,?,?,-2232532,-28,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,140172.4,8,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,169685.6,36,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,0,12,?,?,?,?,?,38,1,5,?,1
?,?,?,?,?,-162780.4,58,?,?,?,?,?,2,1,11,2,1
?,?,?,?,?,-1699448,-20,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,63565.2,4,?,?,?,?,?,37,1,5,1,1
?,?,?,?,?,0,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-971064,4,?,?,?,?,?,13,1,9,2,1
?,?,?,?,?,889352,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,-106732,28,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,288702.4,4,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,53317.2,4,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,415836,?,?,?,?,?,?,38,4,10,1,1
?,?,?,?,?,247168,4,?,?,?,?,?,38,1,10,1,-1
?,?,?,?,3628800,-1404428,-8,?,?,0,?,?,38,1,10,2,1
?,?,?,?,?,-130493.6,?,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,177098.4,?,?,?,?,?,?,2,1,10,2,-1
?,?,?,?,?,-16370.56,32,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,443736,?,?,?,?,?,?,38,1,10,2,1
?,?,?,?,?,40614.4,?,?,?,?,?,?,2,4,10,2,1
?,?,?,?,?,-208966.8,-14,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,286012.8,-26,?,?,?,?,?,38,1,10,2,-1
?,?,?,?,?,229687.6,?,?,?,?,?,?,38,1,9,1,-1
?,?,?,?,?,-298746.4,-26,?,?,?,?,?,38,1,10,1,1
?,?,?,?,?,0,?,?,?,?,?,?,38,1,10,2,1
