@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R231-233-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Var1 numeric
@attribute Var2 numeric
@attribute Var3 numeric
@attribute Var4 numeric
@attribute Var5 numeric
@attribute Var6 numeric
@attribute Var7 numeric
@attribute Var8 numeric
@attribute Var9 numeric
@attribute Var10 numeric
@attribute Var11 numeric
@attribute Var12 numeric
@attribute Var13 numeric
@attribute Var14 numeric
@attribute Var15 numeric
@attribute Var16 numeric
@attribute Var17 numeric
@attribute Var18 numeric
@attribute Var19 numeric
@attribute Var20 numeric
@attribute Var21 numeric
@attribute Var22 numeric
@attribute Var23 numeric
@attribute Var24 numeric
@attribute Var25 numeric
@attribute Var26 numeric
@attribute Var27 numeric
@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var30 numeric
@attribute Var31 numeric
@attribute Var32 numeric
@attribute Var33 numeric
@attribute Var34 numeric
@attribute Var35 numeric
@attribute Var36 numeric
@attribute Var37 numeric
@attribute Var38 numeric
@attribute Var39 numeric
@attribute Var40 numeric
@attribute Var41 numeric
@attribute Var42 numeric
@attribute Var43 numeric
@attribute Var44 numeric
@attribute Var45 numeric
@attribute Var46 numeric
@attribute Var47 numeric
@attribute Var48 numeric
@attribute Var49 numeric
@attribute Var50 numeric
@attribute Var51 numeric
@attribute Var52 numeric
@attribute Var53 numeric
@attribute Var54 numeric
@attribute Var55 numeric
@attribute Var56 numeric
@attribute Var57 numeric
@attribute Var58 numeric
@attribute Var59 numeric
@attribute Var60 numeric
@attribute Var61 numeric
@attribute Var62 numeric
@attribute Var63 numeric
@attribute Var64 numeric
@attribute Var65 numeric
@attribute Var66 numeric
@attribute Var67 numeric
@attribute Var68 numeric
@attribute Var69 numeric
@attribute Var70 numeric
@attribute Var71 numeric
@attribute Var72 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var75 numeric
@attribute Var76 numeric
@attribute Var77 numeric
@attribute Var78 numeric
@attribute Var79 numeric
@attribute Var80 numeric
@attribute Var81 numeric
@attribute Var82 numeric
@attribute Var83 numeric
@attribute Var84 numeric
@attribute Var85 numeric
@attribute Var86 numeric
@attribute Var87 numeric
@attribute Var88 numeric
@attribute Var89 numeric
@attribute Var90 numeric
@attribute Var91 numeric
@attribute Var92 numeric
@attribute Var93 numeric
@attribute Var94 numeric
@attribute Var95 numeric
@attribute Var96 numeric
@attribute Var97 numeric
@attribute Var98 numeric
@attribute Var99 numeric
@attribute Var100 numeric
@attribute Var101 numeric
@attribute Var102 numeric
@attribute Var103 numeric
@attribute Var104 numeric
@attribute Var105 numeric
@attribute Var106 numeric
@attribute Var107 numeric
@attribute Var108 numeric
@attribute Var109 numeric
@attribute Var110 numeric
@attribute Var111 numeric
@attribute Var112 numeric
@attribute Var113 numeric
@attribute Var114 numeric
@attribute Var115 numeric
@attribute Var116 numeric
@attribute Var117 numeric
@attribute Var118 numeric
@attribute Var119 numeric
@attribute Var120 numeric
@attribute Var121 numeric
@attribute Var122 numeric
@attribute Var123 numeric
@attribute Var124 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var127 numeric
@attribute Var128 numeric
@attribute Var129 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var132 numeric
@attribute Var133 numeric
@attribute Var134 numeric
@attribute Var135 numeric
@attribute Var136 numeric
@attribute Var137 numeric
@attribute Var138 numeric
@attribute Var139 numeric
@attribute Var140 numeric
@attribute Var141 numeric
@attribute Var142 numeric
@attribute Var143 numeric
@attribute Var144 numeric
@attribute Var145 numeric
@attribute Var146 numeric
@attribute Var147 numeric
@attribute Var148 numeric
@attribute Var149 numeric
@attribute Var150 numeric
@attribute Var151 numeric
@attribute Var152 numeric
@attribute Var153 numeric
@attribute Var154 numeric
@attribute Var155 numeric
@attribute Var156 numeric
@attribute Var157 numeric
@attribute Var158 numeric
@attribute Var159 numeric
@attribute Var160 numeric
@attribute Var161 numeric
@attribute Var162 numeric
@attribute Var163 numeric
@attribute Var164 numeric
@attribute Var165 numeric
@attribute Var166 numeric
@attribute Var167 numeric
@attribute Var168 numeric
@attribute Var169 numeric
@attribute Var170 numeric
@attribute Var171 numeric
@attribute Var172 numeric
@attribute Var173 numeric
@attribute Var174 numeric
@attribute Var175 numeric
@attribute Var176 numeric
@attribute Var177 numeric
@attribute Var178 numeric
@attribute Var179 numeric
@attribute Var180 numeric
@attribute Var181 numeric
@attribute Var182 numeric
@attribute Var183 numeric
@attribute Var184 numeric
@attribute Var185 numeric
@attribute Var186 numeric
@attribute Var187 numeric
@attribute Var188 numeric
@attribute Var189 numeric
@attribute Var190 numeric
@attribute Var191 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var194 numeric
@attribute Var195 numeric
@attribute Var196 numeric
@attribute Var197 numeric
@attribute Var198 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var203 numeric
@attribute Var204 numeric
@attribute Var205 numeric
@attribute Var206 numeric
@attribute Var207 numeric
@attribute Var208 numeric
@attribute Var209 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var213 numeric
@attribute Var214 numeric
@attribute Var215 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var219 numeric
@attribute Var220 numeric
@attribute Var221 numeric
@attribute Var222 numeric
@attribute Var223 numeric
@attribute Var224 numeric
@attribute Var225 numeric
@attribute Var226 numeric
@attribute Var227 numeric
@attribute Var228 numeric
@attribute Var229 numeric
@attribute Var230 numeric
@attribute churn {-1,1}
@attribute appetency {-1,1}
@attribute upselling {-1,1}

@data
?,?,?,?,?,847,?,?,?,?,?,?,?,?,?,?,?,?,?,?,156,195,?,4,64,?,?,892.88,?,?,?,?,?,?,5,?,?,2851290,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.439222,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,1900864,?,0,?,?,203425.2,?,40,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,24,75120.4,?,?,?,?,?,615,?,?,?,36,?,?,?,?,?,?,?,?,8,3643410,1267240,?,?,?,?,?,?,?,?,0,9,?,?,?,?,1108842,?,?,?,10322720,?,?,?,?,?,?,24,?,?,950436,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,281,38,?,19,1,180,2454,3583,?,?,3073,1,78,3,21,10,1,?,6,1,53,?,?,?,1077,8555,2,12,3078,4,1087,3,?,?,9,5,14,?,?,1,-1,-1
?,?,?,?,?,2170,7,?,?,?,?,?,4,?,?,?,?,?,?,?,324,405,?,2,16,?,?,284.08,?,?,?,?,?,?,0,?,?,5887332,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.391583,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,52,0,?,1552160,?,0,?,?,79374,?,25,?,6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,104,?,?,120,105589.2,?,?,?,?,?,1725,?,?,?,96,?,765,?,?,?,?,?,?,0,3005095,50144,?,?,?,?,?,60,?,?,0,18,?,?,?,?,393939,?,?,?,9432760,?,?,?,?,?,?,80,?,?,1138926,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,305,38,?,19,1,8,1113,632,5361,?,976,4,68,?,12,6,2,?,6,1,25,?,4442,?,1079,8300,1,12,1748,2,3674,4,?,1,6,4,14,2,?,-1,-1,-1
?,?,?,?,?,406,0,?,?,?,?,?,0,?,?,?,?,?,?,?,28,35,?,0,8,?,?,120.4,?,?,?,?,?,?,40,?,?,3628800,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.280496,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,22,0,?,0,?,0,?,?,161738.1,?,5,?,0,?,?,?,?,?,?,?,?,77076,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,0,-503888,?,?,?,?,?,370,?,?,?,6,?,0,-22,?,?,?,?,?,64,2464935,46840,?,?,?,?,?,0,?,?,0,9,?,?,?,?,0,?,?,?,4754040,?,?,?,?,?,?,8,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,136,38,?,20,1,170,2064,3605,?,?,158,1,66,3,21,10,1,?,4,2,53,?,?,?,1270,2810,1,12,3621,4,1528,3,?,?,12,5,14,?,?,1,-1,-1
?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,467172,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.639607,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,?,3,?,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,8,?,0,?,?,?,?,0,?,?,?,?,?,?,1033480,?,?,?,56,?,?,?,?,?,?,1736512,?,4,8,35,?,?,?,?,?,?,269.08,?,?,0,?,?,?,?,?,?,30,?,?,?,?,854215,?,6,?,?,0,?,?,0,?,?,0,?,?,0,0,?,?,?,?,?,791717.4,?,?,8,?,?,?,?,0,?,?,2639058,?,?,?,?,?,?,372,?,1,346,38,?,19,1,103,4029,3029,?,?,3407,1,71,3,?,10,1,?,6,1,53,?,?,?,1073,3745,2,?,2523,4,4009,?,?,?,14,5,14,?,?,-1,-1,-1
?,?,?,?,?,182,0,?,?,?,?,?,0,?,?,?,?,?,?,?,136,170,?,0,24,?,?,285.6,?,?,?,?,?,?,0,?,?,5227392,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,0.887845,?,?,?,?,?,?,?,18,?,?,?,?,?,?,6,18,0,?,1267256,?,0,?,?,192638.1,?,35,?,4,?,?,?,?,?,?,?,?,38385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,16,77793.6,?,?,?,?,?,505,?,?,?,66,?,0,-8,?,?,?,?,?,0,3564130,410304,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,10341200,?,?,?,?,?,?,18,?,?,950442,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,218,38,?,19,1,181,661,926,?,?,1060,1,53,3,12,10,1,?,6,2,53,?,?,?,240,5815,2,?,2980,4,96,?,?,?,6,5,14,?,?,-1,-1,-1
?,?,?,?,?,525,7,?,?,?,?,?,12,?,?,?,?,?,?,?,260,325,?,8,96,?,?,253.52,?,?,?,?,?,?,0,?,?,25218,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.731468,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,34,21,?,107336,?,0,?,?,107372.4,?,0,?,26,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,72,-11195.16,?,?,?,?,?,560,?,?,?,30,?,5580,?,?,?,?,?,?,0,330810,76858,?,?,?,?,?,145,?,?,0,9,?,?,?,?,59689,?,?,?,620748,?,?,?,?,?,?,52,?,?,197856,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,162,?,?,361,38,?,19,1,118,1713,2641,?,?,2279,1,91,2,21,10,1,?,6,1,53,?,?,?,1266,6013,1,12,3903,4,3774,3,?,?,3,5,14,?,?,-1,-1,-1
?,?,?,?,?,350,7,?,?,?,?,?,8,?,?,?,?,?,?,?,84,105,?,0,0,?,?,232.56,?,?,?,?,?,?,0,?,?,266844,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.536424,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,48,0,?,0,?,0,?,?,10921.41,?,20,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,0,2306.144,?,?,?,?,?,300,?,?,?,84,?,828,?,?,?,?,?,?,0,42505,0,?,?,?,?,?,205,?,?,0,0,?,?,?,?,0,?,?,?,275776,?,?,?,?,?,?,4,?,?,16152,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,138,?,?,177,38,?,19,1,115,1791,4404,4457,?,3051,1,34,2,12,10,1,?,4,1,53,?,10703,?,1511,7262,1,12,3032,4,2132,3,?,?,11,5,14,1,?,1,-1,-1
?,?,?,?,?,112,0,?,?,?,?,?,0,?,?,?,?,?,?,?,264,330,?,0,192,?,?,310.88,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,1351.76,?,?,?,?,?,5.439436,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,14,0,?,123272,?,0,?,?,7872.21,?,10,?,4,?,?,?,?,?,?,?,?,332097,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,96,24395.84,?,?,?,?,?,330,?,?,?,0,?,0,4,?,?,?,?,?,0,249625,179750,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,692756,?,?,?,?,?,?,52,?,?,40404,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,321,7,?,19,1,8,2234,2035,?,?,455,3,85,3,12,8,1,?,6,1,45,?,?,?,1500,11897,2,12,2965,1,1120,3,?,?,21,1,28,?,?,-1,-1,-1
?,?,?,?,?,4872,?,?,?,?,?,?,?,?,?,?,?,?,?,?,484,605,?,8,144,?,?,166.56,?,?,?,?,?,?,0,?,?,3729702,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.728904,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,1887144,?,0,?,?,21180.39,?,70,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,144,?,?,192,558260,?,?,?,?,?,1890,?,?,?,174,?,?,8,?,?,?,?,?,0,4726220,405994,?,?,?,?,?,?,?,?,0,18,?,?,?,?,917623,?,?,?,9587680,?,?,?,?,?,?,62,?,?,267480,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,240,?,?,103,38,?,19,1,170,3939,2465,?,?,714,1,42,3,18,10,1,?,6,1,53,?,?,?,1713,486,2,12,4090,4,3238,3,?,?,1,5,14,?,?,-1,-1,-1
?,?,?,?,?,4060,7,?,?,?,?,?,740,?,?,?,?,?,?,?,224,280,?,0,32,?,?,399.6,?,?,?,?,?,?,35,?,?,1488114,?,?,?,?,?,9,?,?,?,?,?,?,?,?,?,?,?,?,6.610767,?,?,?,?,?,?,?,27,?,?,?,?,?,?,3,102,560,?,2644432,?,0,?,?,37818.3,?,30,?,2,?,?,?,?,?,?,?,?,62142,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,40,-70510.4,?,?,?,?,?,8130,?,?,?,120,?,3357,?,?,?,?,?,?,64,6119300,131282,?,?,?,?,?,350,?,?,0,36,?,?,?,?,0,?,?,?,7928640,?,?,?,?,?,?,40,?,?,163104,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,209,38,3,19,1,209,3404,1040,14705,2,2982,1,95,3,11,10,1,?,6,1,76,?,12341,?,1845,2754,2,12,4246,4,2240,3,?,2,9,5,14,2,?,-1,-1,-1
?,?,?,?,?,399,0,?,?,?,?,?,0,?,?,?,?,?,?,?,8,10,?,0,0,?,?,240.56,?,?,?,?,?,?,0,?,?,57894,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.01474,?,?,?,?,?,?,?,18,?,?,?,?,?,?,?,26,0,?,0,?,0,?,?,42019.5,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,0,?,?,?,?,?,365,?,?,?,12,?,0,?,?,?,?,?,?,8,0,0,?,?,?,?,?,0,?,?,0,9,?,?,?,?,0,?,?,?,38596,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,80,38,?,19,1,22,2812,2004,?,?,4381,1,52,3,19,10,1,?,4,1,53,?,?,?,1511,13438,1,12,3093,4,144,3,?,?,11,5,14,?,?,1,-1,-1
?,?,?,?,?,798,14,?,?,?,?,?,1328,?,?,?,?,?,?,?,152,190,?,2,88,?,?,286.96,?,?,?,?,?,?,0,?,?,2828358,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.089297,?,?,?,?,?,?,?,27,?,?,?,?,?,?,6,126,0,?,3456000,?,0,?,?,149566.5,?,10,?,4,?,?,?,?,?,?,?,?,60078,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,40,162156.8,?,?,?,?,?,560,?,?,?,48,?,9513,?,?,?,?,?,?,0,4049630,1101784,?,?,?,?,?,840,?,?,0,9,?,?,?,?,604800,?,?,?,10439240,?,?,?,?,?,?,20,?,?,1036800,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,302,2,3,19,1,123,1475,1391,11998,2,746,1,4,3,16,6,1,?,6,1,5,?,10371,?,1361,427,2,12,2104,7,3109,3,?,2,9,1,30,2,?,-1,-1,-1
?,?,?,?,?,651,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,30,?,0,0,?,?,133.12,?,?,?,?,?,?,0,?,?,89094,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.528947,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,80360,?,0,?,?,19956.21,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,16,-380735.2,?,?,?,?,?,100,?,?,?,24,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,0,27,?,?,?,?,0,?,?,?,99576,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,302,25,3,19,1,8,3265,1654,8617,2,3981,3,4,3,14,10,1,?,6,1,76,?,10909,?,1288,13303,2,12,3761,4,87,3,?,2,9,5,21,?,?,1,-1,-1
?,?,?,?,?,980,0,?,?,?,?,?,0,?,?,?,?,?,?,?,204,255,?,6,168,?,?,220.08,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.008118,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,60,0,?,877992,?,0,?,?,70990.8,?,20,?,24,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,64,50354.8,?,?,?,?,?,625,?,?,?,0,?,15174,?,?,?,?,?,?,0,560400,647728,?,?,?,?,?,0,?,?,0,9,?,?,?,?,157332,?,?,?,2734124,?,?,?,?,?,?,12,?,?,811524,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,159,38,?,19,1,60,3926,277,2572,?,1973,1,30,?,12,10,1,?,6,1,53,?,4406,?,1077,4885,1,?,1158,4,2888,?,?,1,19,5,14,?,?,1,-1,-1
?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,56.12,?,?,?,?,?,?,0,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.365307,?,?,0,?,?,?,?,?,?,0,?,0,0,?,?,10,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2,?,?,?,0,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,-586440,?,?,?,?,?,?,0,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,38,?,19,1,188,3336,1885,?,?,2804,1,3,1,?,10,1,?,6,1,53,?,?,?,1270,6452,2,12,4085,4,1388,3,?,?,23,5,14,?,?,1,-1,-1
?,?,?,?,?,259,7,?,?,?,?,?,16,?,?,?,?,?,?,?,12,15,?,0,8,?,?,133.12,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.682333,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,62,0,?,40416,?,0,?,?,6139.47,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,16,-522.284,?,?,?,?,?,145,?,?,?,0,?,14859,-8,?,?,?,?,?,0,0,890,?,?,?,?,?,25,?,?,0,0,?,?,?,?,0,?,?,?,21988,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,228,?,?,54,38,?,19,1,60,2492,2633,?,?,965,1,57,2,12,10,1,?,6,1,53,?,?,?,1542,2452,2,12,1618,4,97,3,?,?,20,5,14,2,?,-1,-1,-1
?,?,?,?,?,35,0,?,?,?,?,?,0,?,?,?,?,?,?,?,92,115,?,0,8,?,?,331.04,?,?,?,?,?,?,0,?,?,3316494,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.117282,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,14,0,?,344600,?,6,?,?,162865.8,?,5,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,32,-666436,?,?,?,?,?,115,?,?,?,12,?,0,?,?,?,?,?,?,24,3050715,588,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,4994560,?,?,?,?,?,?,30,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,65,38,?,19,1,217,4023,2156,?,?,5627,1,27,2,12,10,1,?,6,1,53,?,?,?,996,11485,1,12,2540,4,1208,3,?,?,22,5,14,?,?,1,-1,-1
?,?,?,?,?,1337,7,?,?,?,?,?,52,?,?,?,?,?,?,?,184,230,?,0,40,?,?,254.96,?,?,?,?,?,?,0,?,?,6840060,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.806665,?,?,?,?,?,?,?,18,?,?,?,?,?,?,3,32,0,?,2333120,?,0,?,?,151970.4,?,25,?,6,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,40,134851.6,?,?,?,?,?,610,?,?,?,102,?,189,8,?,?,?,?,?,0,2010115,703750,?,?,?,?,?,85,?,?,0,9,?,?,?,?,0,?,?,?,10578240,?,?,?,?,?,?,22,?,?,1002942,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,234,?,?,135,38,?,19,1,118,3028,4584,?,?,517,1,74,3,21,10,1,?,6,1,53,?,?,?,1266,6196,2,5,4181,4,4217,2,?,?,7,5,14,?,?,-1,-1,-1
?,?,?,?,?,910,7,?,?,?,?,?,608,?,?,?,?,?,?,?,156,195,?,8,112,?,?,133.12,?,?,?,?,?,?,0,?,?,523770,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.75988,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,44,0,?,353656,?,0,?,?,45036,?,5,?,12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,72,-304639.2,?,?,?,?,?,465,?,?,?,18,?,36099,?,?,?,?,?,?,0,123070,229798,?,?,?,?,?,1560,?,?,0,0,?,?,?,?,51310,?,?,?,1134808,?,?,?,?,?,?,12,?,?,71580,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,144,?,?,205,38,?,19,1,176,851,4920,?,?,2687,1,15,3,12,10,1,?,6,1,53,?,?,?,1540,3500,1,12,798,4,663,3,?,?,18,5,14,?,?,1,-1,-1
?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,253.6,?,?,?,?,?,?,0,?,?,0,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.624866,?,?,0,0,?,?,?,?,?,0,?,5443200,0,6,?,10,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,4,?,2,?,?,?,36,?,?,?,?,?,0,?,?,?,3,?,?,?,3628800,?,-1404428,?,?,?,?,?,?,0,?,?,?,?,?,-8,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,8,?,?,0,?,?,?,?,?,4,?,?,?,?,?,?,?,?,0,?,?,?,?,?,42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,38,?,19,1,214,64,1056,?,?,2051,1,31,2,?,10,1,?,6,2,53,1,?,?,786,12542,2,?,2262,4,1071,?,?,?,9,5,14,?,?,1,-1,-1
?,0,0,?,?,?,?,?,?,?,8,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,?,?,0,?,?,0,?,?,0,?,?,0,?,?,?,?,0,?,?,4.816919,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,6,?,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2992656,0,?,?,?,?,?,?,?,0,?,?,?,-8,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,0,0,?,?,?,?,?,0,0,?,?,?,16.14,?,?,?,17,38,?,19,1,170,3787,2079,?,?,2371,1,78,1,?,10,1,?,6,2,53,?,?,?,173,552,2,12,447,4,1349,3,?,?,9,5,14,?,?,1,-1,-1
?,?,?,?,?,798,7,?,?,?,?,?,2668,?,?,?,?,?,?,?,124,155,?,0,0,?,?,253.52,?,?,?,?,?,?,0,?,?,11404800,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.362316,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,48,112,?,0,?,0,?,?,209369.4,?,45,?,0,?,?,?,?,?,?,?,?,63537,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,0,115442.4,?,?,?,?,?,540,?,?,?,132,?,41877,-30,?,?,?,?,?,0,0,0,?,?,?,?,?,3815,?,?,0,18,?,?,?,?,0,?,?,?,10713600,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,224,38,?,19,1,23,2168,1713,13092,?,1114,1,28,3,18,6,1,?,4,1,25,?,10718,?,1169,5640,1,12,3602,2,2677,2,?,?,11,4,14,1,?,-1,-1,1
