@relation data-weka.filters.unsupervised.attribute.NumericToNominal-R231-233-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P20.0-V

@attribute Var1 numeric
@attribute Var2 numeric
@attribute Var3 numeric
@attribute Var4 numeric
@attribute Var5 numeric
@attribute Var6 numeric
@attribute Var7 numeric
@attribute Var8 numeric
@attribute Var9 numeric
@attribute Var10 numeric
@attribute Var11 numeric
@attribute Var12 numeric
@attribute Var13 numeric
@attribute Var14 numeric
@attribute Var15 numeric
@attribute Var16 numeric
@attribute Var17 numeric
@attribute Var18 numeric
@attribute Var19 numeric
@attribute Var20 numeric
@attribute Var21 numeric
@attribute Var22 numeric
@attribute Var23 numeric
@attribute Var24 numeric
@attribute Var25 numeric
@attribute Var26 numeric
@attribute Var27 numeric
@attribute Var28 numeric
@attribute Var29 numeric
@attribute Var30 numeric
@attribute Var31 numeric
@attribute Var32 numeric
@attribute Var33 numeric
@attribute Var34 numeric
@attribute Var35 numeric
@attribute Var36 numeric
@attribute Var37 numeric
@attribute Var38 numeric
@attribute Var39 numeric
@attribute Var40 numeric
@attribute Var41 numeric
@attribute Var42 numeric
@attribute Var43 numeric
@attribute Var44 numeric
@attribute Var45 numeric
@attribute Var46 numeric
@attribute Var47 numeric
@attribute Var48 numeric
@attribute Var49 numeric
@attribute Var50 numeric
@attribute Var51 numeric
@attribute Var52 numeric
@attribute Var53 numeric
@attribute Var54 numeric
@attribute Var55 numeric
@attribute Var56 numeric
@attribute Var57 numeric
@attribute Var58 numeric
@attribute Var59 numeric
@attribute Var60 numeric
@attribute Var61 numeric
@attribute Var62 numeric
@attribute Var63 numeric
@attribute Var64 numeric
@attribute Var65 numeric
@attribute Var66 numeric
@attribute Var67 numeric
@attribute Var68 numeric
@attribute Var69 numeric
@attribute Var70 numeric
@attribute Var71 numeric
@attribute Var72 numeric
@attribute Var73 numeric
@attribute Var74 numeric
@attribute Var75 numeric
@attribute Var76 numeric
@attribute Var77 numeric
@attribute Var78 numeric
@attribute Var79 numeric
@attribute Var80 numeric
@attribute Var81 numeric
@attribute Var82 numeric
@attribute Var83 numeric
@attribute Var84 numeric
@attribute Var85 numeric
@attribute Var86 numeric
@attribute Var87 numeric
@attribute Var88 numeric
@attribute Var89 numeric
@attribute Var90 numeric
@attribute Var91 numeric
@attribute Var92 numeric
@attribute Var93 numeric
@attribute Var94 numeric
@attribute Var95 numeric
@attribute Var96 numeric
@attribute Var97 numeric
@attribute Var98 numeric
@attribute Var99 numeric
@attribute Var100 numeric
@attribute Var101 numeric
@attribute Var102 numeric
@attribute Var103 numeric
@attribute Var104 numeric
@attribute Var105 numeric
@attribute Var106 numeric
@attribute Var107 numeric
@attribute Var108 numeric
@attribute Var109 numeric
@attribute Var110 numeric
@attribute Var111 numeric
@attribute Var112 numeric
@attribute Var113 numeric
@attribute Var114 numeric
@attribute Var115 numeric
@attribute Var116 numeric
@attribute Var117 numeric
@attribute Var118 numeric
@attribute Var119 numeric
@attribute Var120 numeric
@attribute Var121 numeric
@attribute Var122 numeric
@attribute Var123 numeric
@attribute Var124 numeric
@attribute Var125 numeric
@attribute Var126 numeric
@attribute Var127 numeric
@attribute Var128 numeric
@attribute Var129 numeric
@attribute Var130 numeric
@attribute Var131 numeric
@attribute Var132 numeric
@attribute Var133 numeric
@attribute Var134 numeric
@attribute Var135 numeric
@attribute Var136 numeric
@attribute Var137 numeric
@attribute Var138 numeric
@attribute Var139 numeric
@attribute Var140 numeric
@attribute Var141 numeric
@attribute Var142 numeric
@attribute Var143 numeric
@attribute Var144 numeric
@attribute Var145 numeric
@attribute Var146 numeric
@attribute Var147 numeric
@attribute Var148 numeric
@attribute Var149 numeric
@attribute Var150 numeric
@attribute Var151 numeric
@attribute Var152 numeric
@attribute Var153 numeric
@attribute Var154 numeric
@attribute Var155 numeric
@attribute Var156 numeric
@attribute Var157 numeric
@attribute Var158 numeric
@attribute Var159 numeric
@attribute Var160 numeric
@attribute Var161 numeric
@attribute Var162 numeric
@attribute Var163 numeric
@attribute Var164 numeric
@attribute Var165 numeric
@attribute Var166 numeric
@attribute Var167 numeric
@attribute Var168 numeric
@attribute Var169 numeric
@attribute Var170 numeric
@attribute Var171 numeric
@attribute Var172 numeric
@attribute Var173 numeric
@attribute Var174 numeric
@attribute Var175 numeric
@attribute Var176 numeric
@attribute Var177 numeric
@attribute Var178 numeric
@attribute Var179 numeric
@attribute Var180 numeric
@attribute Var181 numeric
@attribute Var182 numeric
@attribute Var183 numeric
@attribute Var184 numeric
@attribute Var185 numeric
@attribute Var186 numeric
@attribute Var187 numeric
@attribute Var188 numeric
@attribute Var189 numeric
@attribute Var190 numeric
@attribute Var191 numeric
@attribute Var192 numeric
@attribute Var193 numeric
@attribute Var194 numeric
@attribute Var195 numeric
@attribute Var196 numeric
@attribute Var197 numeric
@attribute Var198 numeric
@attribute Var199 numeric
@attribute Var200 numeric
@attribute Var201 numeric
@attribute Var202 numeric
@attribute Var203 numeric
@attribute Var204 numeric
@attribute Var205 numeric
@attribute Var206 numeric
@attribute Var207 numeric
@attribute Var208 numeric
@attribute Var209 numeric
@attribute Var210 numeric
@attribute Var211 numeric
@attribute Var212 numeric
@attribute Var213 numeric
@attribute Var214 numeric
@attribute Var215 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var218 numeric
@attribute Var219 numeric
@attribute Var220 numeric
@attribute Var221 numeric
@attribute Var222 numeric
@attribute Var223 numeric
@attribute Var224 numeric
@attribute Var225 numeric
@attribute Var226 numeric
@attribute Var227 numeric
@attribute Var228 numeric
@attribute Var229 numeric
@attribute Var230 numeric
@attribute churn {-1,1}
@attribute appetency {-1,1}
@attribute upselling {-1,1}

@data
?,?,?,?,?,546,14,?,?,?,?,?,1248,?,?,?,?,?,?,?,28,35,?,0,8,?,?,220.08,?,?,?,?,?,?,0,?,?,6619980,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.167699,?,?,?,?,?,?,?,18,?,?,?,?,?,?,6,94,182,?,1512888,?,0,?,?,133599.6,?,0,?,2,?,?,?,?,?,?,?,?,14178,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,16,-441628,?,?,?,?,?,450,?,?,?,18,?,20880,?,?,?,?,?,?,0,0,1209600,?,?,?,?,?,550,?,?,0,9,?,?,?,?,0,?,?,?,8646960,?,?,?,?,?,?,0,?,?,1586988,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,180,?,?,2,38,?,19,1,29,1757,2230,1792,?,3209,1,55,3,16,10,1,?,6,1,53,?,13411,?,772,4678,2,12,1045,4,3130,3,?,1,2,5,14,?,?,-1,-1,1
?,?,?,?,?,84,0,?,?,?,?,?,0,?,?,?,?,?,?,?,140,175,?,4,40,?,?,220.08,?,?,?,?,?,?,0,?,?,2706,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.676778,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,22,0,?,737320,?,0,?,?,39838.2,?,0,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,40,-196265.6,?,?,?,?,?,350,?,?,?,6,?,0,4,?,?,?,?,?,0,1756510,110822,?,?,?,?,?,0,?,?,0,9,?,?,?,?,118195,?,?,?,2064856,?,?,?,?,?,?,44,?,?,101310,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,366,?,?,153,38,?,19,1,8,1713,818,?,?,1404,3,88,1,21,10,1,?,6,1,53,?,?,?,1073,5598,2,12,3903,4,3774,3,?,?,3,5,14,?,?,-1,-1,1
?,?,?,?,?,2562,7,?,?,?,?,?,344,?,?,?,?,?,?,?,424,530,?,2,144,?,?,220.08,?,?,?,?,?,?,0,?,?,5248374,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.629353,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,56,7,?,1376920,?,0,?,?,41541.3,?,55,?,8,?,?,?,?,?,?,?,?,168117,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,112,148993.6,?,?,?,?,?,1905,?,?,?,114,?,1971,-30,?,?,?,?,?,0,3330610,545482,?,?,?,?,?,200,?,?,0,9,?,?,?,?,319452,?,?,?,10567000,?,?,?,?,?,?,80,?,?,1508976,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,123,38,3,19,1,106,485,47,14614,2,4867,1,68,3,12,10,1,?,6,1,53,?,4499,?,1542,13060,2,12,2615,4,3709,3,?,2,6,5,14,2,?,-1,-1,1
?,?,?,?,?,819,7,?,?,?,?,?,684,?,?,?,?,?,?,?,160,200,?,0,96,?,?,186.64,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,0.366802,?,?,?,?,?,?,?,18,?,?,?,?,?,?,?,128,14,?,81168,?,0,?,?,13742.1,?,0,?,16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,?,?,40,-81878,?,?,?,?,?,570,?,?,?,0,?,4077,4,?,?,?,?,?,0,393535,152290,?,?,?,?,?,60,?,?,0,27,?,?,?,?,0,?,?,?,795208,?,?,?,?,?,?,30,?,?,202824,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,258,?,?,340,2,3,17,1,106,1574,1381,8322,2,3581,1,72,1,16,10,1,?,6,1,53,?,14856,?,305,11203,2,12,4051,4,1161,3,?,2,9,5,5,?,?,-1,-1,1
?,?,?,?,?,1400,14,?,?,?,?,?,6648,?,?,?,?,?,?,?,128,160,?,0,8,?,?,253.52,?,?,?,?,?,?,0,?,?,7257600,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.600727,?,?,?,?,?,?,?,18,?,?,?,?,?,?,6,60,63,?,1382400,?,0,?,?,58284,?,35,?,0,?,?,?,?,?,?,?,?,175347,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,16,127508,?,?,?,?,?,890,?,?,?,84,?,13338,?,?,?,?,?,?,0,3299435,9852,?,?,?,?,?,4440,?,?,0,9,?,?,?,?,0,?,?,?,10608040,?,?,?,?,?,?,16,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,54,38,?,19,1,21,3652,2042,?,?,1869,1,18,1,16,10,1,?,6,1,53,?,?,?,821,9345,2,12,2874,4,1479,3,?,?,20,5,14,2,?,-1,-1,1
?,?,?,?,?,3339,14,?,?,?,?,?,76,?,?,?,?,?,?,?,352,440,?,14,128,?,?,133.12,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.550523,?,?,?,?,?,?,?,27,?,?,?,?,?,?,6,80,14,?,373480,?,0,?,?,5380.2,?,0,?,20,?,?,?,?,?,?,?,?,36726,?,?,?,?,?,?,?,?,?,?,?,?,?,?,136,?,?,232,-223019.2,?,?,?,?,?,1200,?,?,?,0,?,30942,?,?,?,?,?,?,0,286195,133074,?,?,?,?,?,1725,?,?,0,9,?,?,?,?,35826,?,?,?,756572,?,?,?,?,?,?,66,?,?,112092,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,301,38,3,19,1,170,174,3239,7391,2,5387,1,66,?,9,4,1,?,6,1,36,?,4244,?,1236,7922,2,12,1187,7,2411,3,?,3,12,2,28,2,?,-1,-1,-1
?,?,?,?,?,35,0,?,?,?,?,?,0,?,?,?,?,?,?,?,100,125,?,0,96,?,?,166.56,?,?,?,?,?,?,0,?,?,85464,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.649006,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,28,0,?,0,?,0,?,?,10862.1,?,0,?,0,?,?,?,?,?,?,?,?,447651,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,41061.2,?,?,?,?,?,275,?,?,?,66,?,0,-30,?,?,?,?,?,0,99880,195374,?,?,?,?,?,0,?,?,0,9,?,?,?,?,0,?,?,?,527628,?,?,?,?,?,?,4,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,264,?,?,25,38,?,19,1,8,2063,3310,?,?,2452,3,97,3,2,10,1,?,6,1,53,?,?,?,1073,5165,2,12,2889,4,1545,3,?,?,9,5,14,?,?,-1,-1,1
?,?,?,?,?,2618,14,?,?,?,?,?,240,?,?,?,?,?,?,?,352,440,?,14,200,?,?,166.56,?,?,?,?,?,?,0,?,?,31524,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,3.842128,?,?,?,?,?,?,?,18,?,?,?,?,?,?,3,64,70,?,229968,?,0,?,?,3845.79,?,10,?,36,?,?,?,?,?,?,?,?,50829,?,?,?,?,?,?,?,?,?,?,?,?,?,?,120,?,?,144,-766096,?,?,?,?,?,1500,?,?,?,48,?,10764,?,?,?,?,?,?,0,63685,42318,?,?,?,?,?,90,?,?,0,0,?,?,?,?,52248,?,?,?,336736,?,?,?,?,?,?,34,?,?,88680,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,264,?,?,143,38,?,19,1,179,660,66,6689,?,3655,1,42,3,12,10,1,?,6,1,53,?,7006,?,1077,3030,1,12,377,4,3101,3,?,1,1,5,14,1,?,-1,-1,1
?,?,?,?,?,1435,7,?,?,?,?,?,2768,?,?,?,?,?,?,?,264,330,?,4,160,?,?,200,?,?,?,?,?,?,0,?,?,416490,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,5.258706,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,130,105,?,595816,?,0,?,?,25623.3,?,25,?,8,?,?,?,?,?,?,?,?,149919,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,80,46412.4,?,?,?,?,?,950,?,?,?,66,?,8037,-30,?,?,?,?,?,0,384030,920704,?,?,?,?,?,3460,?,?,0,18,?,?,?,?,362691,?,?,?,3136488,?,?,?,?,?,?,32,?,?,379470,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,330,?,?,238,2,3,19,1,21,233,2416,14866,2,5297,1,59,3,16,10,1,?,6,1,53,?,2677,?,305,12964,2,12,1967,4,1517,3,?,2,20,5,5,?,?,-1,-1,1
?,?,?,?,?,336,0,?,?,?,?,?,0,?,?,?,?,?,?,?,200,250,?,4,40,?,?,220.08,?,?,?,?,?,?,0,?,?,7667940,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.517411,?,?,?,?,?,?,?,18,?,?,?,?,?,?,3,18,0,?,1182496,?,0,?,?,92678.41,?,35,?,2,?,?,?,?,?,?,?,?,57078,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96,?,?,72,131578.8,?,?,?,?,?,1055,?,?,?,114,?,0,-30,?,?,?,?,?,0,2897310,90676,?,?,?,?,?,0,?,?,0,0,?,?,?,?,98168,?,?,?,10505760,?,?,?,?,?,?,18,?,?,82884,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,312,?,?,43,38,?,19,1,192,3867,3060,?,?,1888,1,57,1,12,10,1,?,6,1,53,?,?,?,996,5891,1,12,334,4,2689,3,?,?,20,5,14,?,?,-1,-1,1
?,?,?,?,?,1400,0,?,?,?,?,?,16,?,?,?,?,?,?,?,172,215,?,2,16,?,?,200,?,?,?,?,?,?,0,?,?,6375540,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.106388,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,60,0,?,2073600,?,0,?,?,124875,?,30,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,24,303324.8,?,?,?,?,?,935,?,?,?,84,?,5553,-2,?,?,?,?,?,0,3545405,345600,?,?,?,?,?,0,?,?,0,0,?,?,?,?,604800,?,?,?,10486840,?,?,?,?,?,?,34,?,?,108552,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,217,38,3,19,1,180,532,1705,14105,2,4749,1,75,3,16,10,1,?,6,1,53,?,44,?,821,3456,2,12,3446,4,3885,3,?,2,2,5,14,?,?,-1,-1,-1
?,?,?,?,?,1526,7,?,?,?,?,?,216,?,?,?,?,?,?,?,388,485,?,14,128,?,?,264.64,?,?,?,?,?,?,5,?,?,233124,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.653493,?,?,?,?,?,?,?,27,?,?,?,?,?,?,9,52,28,?,501832,?,0,?,?,11033.49,?,30,?,16,?,?,?,?,?,?,?,?,37224,?,?,?,?,?,?,?,?,?,?,?,?,?,?,152,?,?,200,-60255.2,?,?,?,?,?,1525,?,?,?,48,?,6993,-30,?,?,?,?,?,8,711450,115540,?,?,?,?,?,2150,?,?,0,9,?,?,?,?,74214,?,?,?,1417168,?,?,?,?,?,?,68,?,?,153966,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,210,?,?,308,38,1,19,1,200,580,1013,11083,2,904,1,51,3,2,10,1,?,6,1,53,?,3437,?,1073,?,?,12,2482,4,957,3,?,3,8,5,14,2,?,-1,-1,1
?,?,?,?,?,4102,7,?,?,?,?,?,836,?,?,?,?,?,?,?,956,1195,?,16,264,?,?,220.08,?,?,?,?,?,?,0,?,?,700182,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.224097,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,48,77,?,2720704,?,0,?,?,33743.7,?,45,?,20,?,?,?,?,?,?,?,?,11160,?,?,?,?,?,?,?,?,?,?,?,?,?,?,152,?,?,368,300449.6,?,?,?,?,?,3605,?,?,?,114,?,7344,-30,?,?,?,?,?,0,2691835,438540,?,?,?,?,?,7530,?,?,0,0,?,?,?,?,639534,?,?,?,5602960,?,?,?,?,?,?,244,?,?,602682,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,182,38,?,19,1,167,4133,1594,7324,?,5064,1,33,3,16,10,1,?,6,1,53,?,2922,?,821,7105,1,12,259,4,650,3,?,1,3,5,14,1,?,-1,-1,1
?,?,?,?,?,1078,0,?,?,?,?,?,0,?,?,?,?,?,?,?,320,400,?,4,112,?,?,233.44,?,?,?,?,?,?,0,?,?,3235032,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.69921,?,?,?,?,?,?,?,9,?,?,?,?,?,?,3,24,0,?,620312,?,0,?,?,63440.1,?,30,?,10,?,?,?,?,?,?,?,?,2283,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,24,-635132,?,?,?,?,?,1195,?,?,?,120,?,0,-30,?,?,?,?,?,0,2128705,995450,?,?,?,?,?,0,?,?,0,9,?,?,?,?,156100,?,?,?,7200920,?,?,?,?,?,?,64,?,?,1179426,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,384,?,?,66,38,?,19,1,44,2731,2172,?,?,5255,1,25,1,21,10,1,?,6,1,53,?,?,?,996,12900,1,12,360,4,2609,3,?,?,15,5,14,?,?,-1,-1,1
?,?,?,?,?,840,14,?,?,?,?,?,3804,?,?,?,?,?,?,?,132,165,?,0,8,?,?,353.84,?,?,?,?,?,?,0,?,?,3444246,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,4.858791,?,?,?,?,?,?,?,27,?,?,?,?,?,?,6,78,294,?,3476328,?,0,?,?,216141,?,15,?,4,?,?,?,?,?,?,?,?,119325,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,48,176142,?,?,?,?,?,650,?,?,?,42,?,623349,-30,?,?,?,?,?,0,5792250,172800,?,?,?,?,?,9625,?,?,0,9,?,?,?,?,0,?,?,?,10557600,?,?,?,?,?,?,28,?,?,1036800,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,246,?,?,341,38,3,19,1,180,3719,1476,643,2,1559,1,25,3,12,5,1,?,6,1,35,?,1566,?,919,9538,2,12,1208,5,4191,2,?,3,15,6,26,1,?,-1,-1,1
?,?,?,?,?,504,0,?,?,?,?,?,0,?,?,?,?,?,?,?,332,415,?,12,224,?,?,33.44,?,?,?,?,?,?,0,?,?,33756,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,2.291391,?,?,?,?,?,?,?,27,?,?,?,?,?,?,6,26,0,?,906496,?,0,?,?,5321.46,?,0,?,20,?,?,?,?,?,?,?,?,82401,?,?,?,?,?,?,?,?,?,?,?,?,?,?,104,?,?,144,71010.4,?,?,?,?,?,1195,?,?,?,30,?,0,-30,?,?,?,?,?,0,200550,176206,?,?,?,?,?,0,?,?,0,0,?,?,?,?,117362,?,?,?,1065472,?,?,?,?,?,?,44,?,?,115302,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,66,38,?,19,1,89,2998,1350,?,?,3254,1,10,3,12,10,1,?,6,1,53,?,?,?,1073,8978,1,12,2590,4,3265,3,?,?,15,5,14,?,?,-1,-1,1
?,?,?,?,?,616,0,?,?,?,?,?,0,?,?,?,?,?,?,?,128,160,?,0,0,?,?,220.08,?,?,?,?,?,?,0,?,?,5184000,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.449263,?,?,?,?,?,?,?,18,?,?,?,?,?,?,3,30,0,?,2764800,?,0,?,?,208888.5,?,25,?,0,?,?,?,?,?,?,?,?,1389,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,32,380781.2,?,?,?,?,?,465,?,?,?,60,?,306,6,?,?,?,?,?,0,5255200,0,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,10770560,?,?,?,?,?,?,26,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,414,?,?,159,38,?,19,1,106,2786,767,?,?,2194,1,57,3,12,10,1,?,6,1,53,?,?,?,996,8987,2,?,2287,4,2397,?,?,?,20,5,14,?,?,1,-1,-1
?,?,?,?,?,1295,7,?,?,?,?,?,996,?,?,?,?,?,?,?,184,230,?,2,80,?,?,286.96,?,?,?,?,?,?,0,?,?,5580624,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,6.875027,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,100,49,?,3306096,?,0,?,?,105815.4,?,20,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,48,177692,?,?,?,?,?,730,?,?,?,90,?,649512,-30,?,?,?,?,?,0,3164000,649706,?,?,?,?,?,985,?,?,0,36,?,?,?,?,234514,?,?,?,10568880,?,?,?,?,?,?,20,?,?,146310,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,170,38,?,19,1,40,1927,373,9379,?,2512,1,4,1,7,5,1,?,6,1,8,?,3995,?,427,7338,1,5,1134,7,2871,2,?,1,9,7,21,1,?,-1,-1,-1
?,?,?,?,?,2646,28,?,?,?,?,?,5472,?,?,?,?,?,?,?,360,450,?,6,152,?,?,350.4,?,?,?,?,?,?,0,?,?,80406,?,?,?,?,?,0,?,?,?,?,?,?,125884.8,?,?,?,?,?,0.256356,?,?,?,?,?,?,?,36,?,?,?,?,?,?,12,118,119,?,1543104,?,0,?,?,20371.98,?,5,?,16,?,?,?,?,?,?,?,?,24429,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,168,386077.2,?,?,?,?,?,1375,?,?,?,12,?,23859,64,?,?,?,?,?,0,2794970,477126,?,?,?,?,?,3935,?,?,0,27,?,?,?,?,466788,?,?,?,4396600,?,?,?,?,?,?,78,?,?,545946,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,185,2,3,19,1,49,1143,4298,4654,2,2086,1,67,1,10,10,1,?,6,1,76,?,5045,?,78,1408,2,12,1489,4,3512,3,?,2,16,5,5,1,?,1,-1,-1
?,?,?,?,?,2240,7,?,?,?,?,?,48,?,?,?,?,?,?,?,304,380,?,8,224,?,?,166.56,?,?,?,?,?,?,0,?,?,679224,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.097629,?,?,?,?,?,?,?,18,?,?,?,?,?,?,?,46,0,?,2051208,?,0,?,?,49692,?,20,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,104,?,?,112,90426,?,?,?,?,?,1190,?,?,?,12,?,1854,22,?,?,?,?,?,0,1164790,802300,?,?,?,?,?,5,?,?,0,9,?,?,?,?,682143,?,?,?,4491720,?,?,?,?,?,?,46,?,?,619344,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,315,38,?,19,1,21,3269,4946,14898,?,1279,1,89,3,12,10,1,?,6,1,53,?,634,?,1077,12712,1,12,3921,4,2093,3,?,1,16,5,14,2,?,-1,-1,1
?,?,?,?,?,399,0,?,?,?,?,?,0,?,?,?,?,?,?,?,212,265,?,4,240,?,?,166.56,?,?,?,?,?,?,0,?,?,86928,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1.54091,?,?,?,?,?,?,?,9,?,?,?,?,?,?,?,70,0,?,91936,?,0,?,?,8792.79,?,5,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,?,?,56,28937.84,?,?,?,?,?,785,?,?,?,66,?,1845,22,?,?,?,?,?,0,56975,187414,?,?,?,?,?,0,?,?,0,0,?,?,?,?,34965,?,?,?,541072,?,?,?,?,?,?,6,?,?,20766,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,186,?,?,196,38,3,19,1,180,1763,2931,4647,2,895,1,72,3,12,10,1,?,6,1,53,?,5167,?,1077,4658,2,19,3956,4,2326,3,?,2,9,5,14,?,?,-1,-1,-1
?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,601875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.86755,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,?,?,?,?,?,?,?,?,3,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,136,?,0,?,?,?,?,0,?,?,?,?,?,?,-1756968,?,?,?,369952,?,?,?,?,?,?,0,?,4,0,126,?,?,?,?,?,?,218.75,?,?,0,?,?,?,?,?,?,108,?,?,?,?,0,?,6,?,?,0,?,?,0,?,?,0,?,?,0,0,?,?,?,?,?,125925.3,?,?,4,?,?,?,?,0,?,?,1511106,?,?,?,?,?,?,366,?,1,119,38,?,19,1,21,1236,3619,?,?,563,1,77,3,?,10,1,?,6,1,53,?,?,?,1074,9527,1,?,2796,4,508,?,?,?,22,5,14,?,?,-1,-1,1
